No.,Time,Source,Destination,Protocol,Length,Info,Label
344,98.912372,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=25718 Ack=22889 Win=65535 Len=0,0
345,100.864159,10.0.2.15,23.11.38.161,TCP,54,[TCP Keep-Alive] 57446  >  80 [ACK] Seq=432 Ack=643 Win=61030 Len=0,0
346,100.865342,23.11.38.161,10.0.2.15,TCP,60,[TCP Keep-Alive ACK] 80  >  57446 [ACK] Seq=643 Ack=433 Win=65535 Len=0,0
347,108.589246,163.70.146.60,10.0.2.15,TCP,1354,"5222  >  32828 [PSH, ACK] Seq=25718 Ack=22889 Win=65535 Len=1300 [TCP PDU reassembled in 450]",0
348,108.589292,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=27018 Win=65535 Len=0,0
349,108.590137,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=27018 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
350,108.590138,163.70.146.60,10.0.2.15,TCP,1422,"5222  >  32828 [PSH, ACK] Seq=28458 Ack=22889 Win=65535 Len=1368 [TCP PDU reassembled in 450]",0
351,108.590161,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=28458 Win=65535 Len=0,0
352,108.590291,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=29826 Win=65535 Len=0,0
353,108.59124,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=29826 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
354,108.591241,163.70.146.60,10.0.2.15,TCP,1214,"5222  >  32828 [PSH, ACK] Seq=31266 Ack=22889 Win=65535 Len=1160 [TCP PDU reassembled in 450]",0
355,108.591256,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=31266 Win=65535 Len=0,0
356,108.591399,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=32426 Win=65535 Len=0,0
357,108.601739,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=32426 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
358,108.60174,163.70.146.60,10.0.2.15,TCP,1400,"5222  >  32828 [PSH, ACK] Seq=33866 Ack=22889 Win=65535 Len=1346 [TCP PDU reassembled in 450]",0
359,108.601787,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=33866 Win=65535 Len=0,0
360,108.601982,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=35212 Win=65535 Len=0,0
361,108.616215,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=35212 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
362,108.616219,163.70.146.60,10.0.2.15,TCP,1400,"5222  >  32828 [PSH, ACK] Seq=36652 Ack=22889 Win=65535 Len=1346 [TCP PDU reassembled in 450]",0
363,108.616281,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=36652 Win=65535 Len=0,0
364,108.616673,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=37998 Win=65535 Len=0,0
365,108.625528,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=37998 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
366,108.625532,163.70.146.60,10.0.2.15,TCP,1214,"5222  >  32828 [PSH, ACK] Seq=39438 Ack=22889 Win=65535 Len=1160 [TCP PDU reassembled in 450]",0
367,108.625608,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=39438 Win=65535 Len=0,0
368,108.625947,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=40598 Win=65535 Len=0,0
369,108.636776,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=40598 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
370,108.636777,163.70.146.60,10.0.2.15,TCP,100,"5222  >  32828 [PSH, ACK] Seq=42038 Ack=22889 Win=65535 Len=46 [TCP PDU reassembled in 450]",0
371,108.636778,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=42084 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
372,108.636778,163.70.146.60,10.0.2.15,TCP,127,"5222  >  32828 [PSH, ACK] Seq=43524 Ack=22889 Win=65535 Len=73 [TCP PDU reassembled in 450]",0
373,108.636817,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=42038 Win=65535 Len=0,0
374,108.636966,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=42084 Win=65535 Len=0,0
375,108.637046,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=43524 Win=65535 Len=0,0
376,108.637124,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=43597 Win=65535 Len=0,0
377,108.646817,163.70.146.60,10.0.2.15,TCP,1354,"5222  >  32828 [PSH, ACK] Seq=43597 Ack=22889 Win=65535 Len=1300 [TCP PDU reassembled in 450]",0
378,108.64682,163.70.146.60,10.0.2.15,TCP,1349,"5222  >  32828 [PSH, ACK] Seq=44897 Ack=22889 Win=65535 Len=1295 [TCP PDU reassembled in 450]",0
379,108.646876,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=44897 Win=65535 Len=0,0
380,108.648386,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=46192 Win=65535 Len=0,0
381,108.661191,163.70.146.60,10.0.2.15,TCP,1354,"5222  >  32828 [PSH, ACK] Seq=46192 Ack=22889 Win=65535 Len=1300 [TCP PDU reassembled in 450]",0
382,108.662219,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=47492 Win=65535 Len=0,0
383,108.686962,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=47492 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
384,108.686965,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=48932 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
385,108.686966,163.70.146.60,10.0.2.15,TCP,1260,"5222  >  32828 [PSH, ACK] Seq=50372 Ack=22889 Win=65535 Len=1206 [TCP PDU reassembled in 450]",0
386,108.687578,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=51578 Win=65535 Len=0,0
387,108.698216,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=51578 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
388,108.698218,163.70.146.60,10.0.2.15,TCP,1214,"5222  >  32828 [PSH, ACK] Seq=53018 Ack=22889 Win=65535 Len=1160 [TCP PDU reassembled in 450]",0
389,108.698218,163.70.146.60,10.0.2.15,TCP,240,"5222  >  32828 [PSH, ACK] Seq=54178 Ack=22889 Win=65535 Len=186 [TCP PDU reassembled in 450]",0
390,108.698381,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=54178 Win=65535 Len=0,0
391,108.69934,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=54364 Win=65535 Len=0,0
392,108.719412,163.70.146.60,10.0.2.15,TCP,1354,"5222  >  32828 [PSH, ACK] Seq=54364 Ack=22889 Win=65535 Len=1300 [TCP PDU reassembled in 450]",0
393,108.719925,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=55664 Win=65535 Len=0,0
394,108.748527,163.70.146.60,10.0.2.15,TCP,1354,"5222  >  32828 [PSH, ACK] Seq=55664 Ack=22889 Win=65535 Len=1300 [TCP PDU reassembled in 450]",0
395,108.748529,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=56964 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
396,108.748531,163.70.146.60,10.0.2.15,TCP,1400,"5222  >  32828 [PSH, ACK] Seq=58404 Ack=22889 Win=65535 Len=1346 [TCP PDU reassembled in 450]",0
397,108.748532,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=59750 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
398,108.748532,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=61190 Ack=22889 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
399,108.748533,163.70.146.60,10.0.2.15,TCP,845,"5222  >  32828 [PSH, ACK] Seq=62630 Ack=22889 Win=65535 Len=791 [TCP PDU reassembled in 450]",0
400,108.749079,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=22889 Ack=63421 Win=65535 Len=0,0
401,109.518687,10.0.2.15,163.70.146.60,TCP,84,"32828  >  5222 [PSH, ACK] Seq=22889 Ack=63421 Win=65535 Len=30 [TCP PDU reassembled in 402]",0
402,109.518964,10.0.2.15,163.70.146.60,TCP,4667,"32828  >  5222 [PSH, ACK] Seq=22919 Ack=63421 Win=65535 Len=4613 [TCP PDU reassembled in 402]",0
403,109.519642,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=63421 Ack=22919 Win=65535 Len=0,0
404,109.519643,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=63421 Ack=24379 Win=65535 Len=0,0
405,109.519643,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=63421 Ack=25839 Win=65535 Len=0,0
406,109.519643,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=63421 Ack=27299 Win=65535 Len=0,0
407,109.519643,163.70.146.60,10.0.2.15,TCP,60,5222  >  32828 [ACK] Seq=63421 Ack=27532 Win=65535 Len=0,0
408,111.103566,10.0.2.15,23.11.38.161,TCP,54,[TCP Keep-Alive] 57446  >  80 [ACK] Seq=432 Ack=643 Win=61030 Len=0,0
409,111.103957,23.11.38.161,10.0.2.15,TCP,60,[TCP Keep-Alive ACK] 80  >  57446 [ACK] Seq=643 Ack=433 Win=65535 Len=0,0
410,112.935434,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,2a03:2880:f28a:ce:face:b00c:0:167,TCP,113,"58438  >  5222 [PSH, ACK] Seq=79 Ack=79 Win=65535 Len=39 [TCP PDU reassembled in 411]",0
411,112.936581,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,2a03:2880:f28a:ce:face:b00c:0:167,TCP,98,"58438  >  5222 [FIN, PSH, ACK] Seq=118 Ack=79 Win=65535 Len=24 [TCP PDU reassembled in 411]",0
412,112.936868,2a03:2880:f28a:ce:face:b00c:0:167,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,TCP,74,5222  >  58438 [ACK] Seq=79 Ack=118 Win=65535 Len=0,0
413,112.9375,2a03:2880:f28a:ce:face:b00c:0:167,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,TCP,74,5222  >  58438 [ACK] Seq=79 Ack=143 Win=65535 Len=0,0
414,113.789199,2a03:2880:f28a:ce:face:b00c:0:167,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,TCP,113,"5222  >  58438 [PSH, ACK] Seq=79 Ack=143 Win=65535 Len=39 [TCP PDU reassembled in 414]",0
415,113.789234,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,2a03:2880:f28a:ce:face:b00c:0:167,TCP,74,58438  >  5222 [RST] Seq=143 Win=0 Len=0,0
416,113.937626,10.0.2.15,163.70.146.60,TLSv1.2,93,Application Data,0
417,113.938451,10.0.2.15,163.70.146.60,TLSv1.2,78,Application Data,0
418,113.93871,163.70.146.60,10.0.2.15,TCP,60,443  >  49762 [ACK] Seq=79 Ack=118 Win=65535 Len=0,1
419,113.939567,163.70.146.60,10.0.2.15,TCP,60,443  >  49762 [ACK] Seq=79 Ack=143 Win=65535 Len=0,1
420,114.682195,163.70.146.60,10.0.2.15,TLSv1.2,78,Application Data,0
421,114.682197,163.70.146.60,10.0.2.15,TCP,60,"443  >  49762 [FIN, ACK] Seq=103 Ack=143 Win=65535 Len=0",1
422,114.682244,10.0.2.15,163.70.146.60,TCP,54,49762  >  443 [RST] Seq=143 Win=0 Len=0,1
423,114.682533,10.0.2.15,163.70.146.60,TCP,54,49762  >  443 [RST] Seq=143 Win=0 Len=0,1
424,114.683885,163.70.146.60,10.0.2.15,TCP,60,"443  >  49762 [RST, ACK] Seq=4015666803 Ack=143 Win=0 Len=0",1
425,118.024612,fe80::a00:27ff:fee3:7c93,fe80::2,ICMPv6,86,Neighbor Solicitation for fe80::2 from 08:00:27:e3:7c:93,0
426,118.0256,fe80::2,fe80::a00:27ff:fee3:7c93,ICMPv6,86,"Neighbor Advertisement fe80::2 (rtr, sol, ovr) is at 52:54:00:12:35:00",0
427,119.189872,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=63421 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
428,119.189949,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=64861 Win=65535 Len=0,0
429,119.190533,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=64861 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
430,119.190534,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=66301 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
431,119.190595,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=66301 Win=65535 Len=0,0
432,119.190678,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=67741 Win=65535 Len=0,0
433,119.191174,163.70.146.60,10.0.2.15,TCP,1142,"5222  >  32828 [PSH, ACK] Seq=67741 Ack=27532 Win=65535 Len=1088 [TCP PDU reassembled in 450]",0
434,119.191232,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=68829 Win=65535 Len=0,0
435,119.19219,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=68829 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
436,119.192191,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=70269 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
437,119.192192,163.70.146.60,10.0.2.15,TCP,1260,"5222  >  32828 [PSH, ACK] Seq=71709 Ack=27532 Win=65535 Len=1206 [TCP PDU reassembled in 450]",0
438,119.192192,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=72915 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
439,119.192192,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=74355 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
440,119.192248,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=70269 Win=65535 Len=0,0
441,119.192324,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=71709 Win=65535 Len=0,0
442,119.192375,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=72915 Win=65535 Len=0,0
443,119.192421,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=74355 Win=65535 Len=0,0
444,119.19247,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=75795 Win=65535 Len=0,0
445,119.192838,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=75795 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
446,119.192839,163.70.146.60,10.0.2.15,TCP,1120,"5222  >  32828 [PSH, ACK] Seq=77235 Ack=27532 Win=65535 Len=1066 [TCP PDU reassembled in 450]",0
447,119.192902,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=77235 Win=65535 Len=0,0
448,119.192956,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=78301 Win=65535 Len=0,0
449,119.235205,163.70.146.60,10.0.2.15,TCP,1494,5222  >  32828 [ACK] Seq=78301 Ack=27532 Win=65535 Len=1440 [TCP PDU reassembled in 450],0
450,119.235209,163.70.146.60,10.0.2.15,TCP,1469,"5222  >  32828 [PSH, ACK] Seq=79741 Ack=27532 Win=65535 Len=1415 [TCP PDU reassembled in 450]",0
451,119.235335,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=79741 Win=65535 Len=0,0
452,119.235493,10.0.2.15,163.70.146.60,TCP,54,32828  >  5222 [ACK] Seq=27532 Ack=81156 Win=65535 Len=0,0
453,121.714747,10.0.2.15,23.11.38.161,TCP,54,[TCP Keep-Alive] 57446  >  80 [ACK] Seq=432 Ack=643 Win=61030 Len=0,0
454,121.715997,23.11.38.161,10.0.2.15,TCP,60,[TCP Keep-Alive ACK] 80  >  57446 [ACK] Seq=643 Ack=433 Win=65535 Len=0,0
455,123.2788,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,2a03:2880:f28a:ce:face:b00c:0:167,TLSv1.2,113,Application Data,0
456,123.279275,2a03:2880:f28a:ce:face:b00c:0:167,fd17:625c:f037:2:86e2:1afc:8ad3:8e30,TCP,74,443  >  48820 [ACK] Seq=3105 Ack=3443 Win=65535 Len=0,1
